Date (UTC),URL,Image,Text,Scrape Date,Alert Type,Ransomware,Victimized Entity,Hashtagged country,Entity in image,Country,Industry
2024-03-31 17:19:00+00:00,https://twitter.com/dexpose_io/status/1774486742390694384#m,https://pbs.twimg.com/media/GKA-P-4WcAAPn2l.jpg,"DATA BREACH ALERT - Alleged sale of Russian Bank Databases  Threat actor claims to be selling Russian bank database, which includes full names, phone, address, index, passport, etc. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat",2024-04-25 08:54:00+00:00,Data Breach,,Russian Banks,Russia,Home Credit & Finance Bank,Russia,Banks
2024-03-31 13:27:00+00:00,https://twitter.com/dexpose_io/status/1774428366147367038#m,https://pbs.twimg.com/media/GKAHUjvWgAAxu1T.jpg,DATA BREACH ALERT ????  Database of Olaycasino allegedly leaked  Threat actor allegedly leaks Turkish betting site database with client information.  #DataBreach #DataLeak #InfoSec #CyberThreat #Ransomware #CyberRisk,2024-04-25 08:54:00+00:00,Data Breach,UNK,Olaycasino,Turkey,OLAYCASINO,TURKEY,UNK
2024-03-31 07:04:00+00:00,https://twitter.com/dexpose_io/status/1774331807682515398#m,https://pbs.twimg.com/media/GJ-xLoNWsAA6vPx.jpg,"DATA LEAK ALERT - Database of Qrios allegedly leaked  A threat actor claims to have the database of Qrios. This data leak contains .json, .xlsx, .xls, .doc, .docx, .dwg, etc. - #data_breach #data_leak #dark_web #DataBreach #DataLeak #CyberThreat #CyberAttack #CyberRisk",2024-04-25 08:54:00+00:00,Data Breach,,Qrios,,QRIOS,Belgium,Consumer Services
2024-03-30 19:48:00+00:00,https://twitter.com/dexpose_io/status/1774161740059562385#m,https://pbs.twimg.com/media/GJ8WrijXEAE5KC_.jpg,RANSOMWARE ALERT - Claro falls victim to TRIGONA Ransomware  Group claims to have obtained organization's database.  - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack #CyberRisk #ransomware #financial #data,2024-04-25 08:54:00+00:00,Ransomware,TRIGONA,Claro,,CLARO,MEXICO,Telecommunication Services
2024-03-30 19:26:00+00:00,https://twitter.com/dexpose_io/status/1774156142442119594#m,https://pbs.twimg.com/media/GJ8RhHVXQAA3q06.jpg,"DATA BREACH ALERT?????? - Database of The Thought Factory allegedly leaked  Threat actor claims to have obtained organization's database, which includes ID Cards, Passports, Visa, personal PICs. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services",2024-04-25 08:54:00+00:00,Data Breach,,The Thought Factory,,THE THOUGHT FACTORY,UAE,Consumer Discretionary Distribution & Retail
2024-03-30 17:38:00+00:00,https://twitter.com/dexpose_io/status/1774129105660788804#m,https://pbs.twimg.com/media/GJ74-d7XgAAgqld.jpg,"DATA BREACH ALERT - Database of LC Waikiki allegedly kept for sale  Threat actor claims to be selling organization's data, which includes name, gender, phone number and email. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat",2024-04-25 08:54:00+00:00,Data Breach,,LC Waikiki,,LC Waikiki (Egypt),Egypt,Consumer Discretionary Distribution & Retail
2024-03-30 17:30:00+00:00,https://twitter.com/dexpose_io/status/1774126953160642875#m,https://pbs.twimg.com/media/GJ73BPoWQAAI15z.jpg,"DATA BREACH ALERT - Database of FICO allegedly leaked  A threat actor allegedly leaked the organization's database, containing 170,000 rows of data in CSV format. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack",2024-04-25 08:54:00+00:00,Data Breach,,FICO,,FICO??,United States,Software & Services
2024-03-30 16:05:00+00:00,https://twitter.com/dexpose_io/status/1774105644032725136#m,https://pbs.twimg.com/media/GJ7jmFaW0AAU6Nt.jpg,DATA BREACH ALERT?????? - Database of Tel Aviv Chamber of Commerce and Center allegedly leaked  A threat actor allegedly leaked the organization's database.  - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack #CyberRisk,2024-04-25 08:54:00+00:00,Data Breach,,Tel Aviv Chamber of Commerce and Center,Israel,Tel Aviv Chamber of Commerce and Industry ; Israel,Israel,Commercial & Professional Services
2024-03-30 12:56:00+00:00,https://twitter.com/dexpose_io/status/1774058071293067770#m,https://pbs.twimg.com/media/GJ64TllXoAAxAYg.jpg,"DATA BREACH ALERT - Alleged database sale of TradeSmith  A threat actor is offering to sell the full user-client SQL database of Tradesmith.com, which includes trades, results listings, strategies, and other sensitive information. - #data_breach #data_leak #infosec",2024-04-25 08:54:00+00:00,Data Breach,,TradeSmith,,"Tradesmith, LLC",United States,Financial Services
2024-03-30 09:21:00+00:00,https://twitter.com/dexpose_io/status/1774004133214740970#m,https://pbs.twimg.com/media/GJ6HQvWXkAE96eN.jpg,"DATA BREACH ALERT - Alleged database sale of Palm Beach Research Group  A threat actor is offering to sell the full user-client SQL database of PalmBeachGroup.com, which includes trades, results listings, strategies, and other sensitive information. - #data_breach #data_leak",2024-04-25 08:54:00+00:00,Data Breach,,PalmBeachGroup.com,#USA,Palm Beach Research Group,United States,Commercial & Professional Services
2024-03-30 01:05:00+00:00,https://twitter.com/dexpose_io/status/1773879062684897371#m,https://pbs.twimg.com/media/GJ36RKeWsAA3YuJ.jpg,"RANSOMWARE ALERT - Control Technology, Inc. falls victim to Akira Ransomware  Group claims to have obtained organization's database. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack #CyberRisk #ransomware #financial #data",2024-04-25 08:54:00+00:00,Ransomware,Akira,"Control Technology, Inc.",,"Control Technology, Inc",United States,Technology Hardware & Equipment
2024-03-30 00:03:00+00:00,https://twitter.com/dexpose_io/status/1773863459891118347#m,https://pbs.twimg.com/media/GJ330hLXkAAifaU.jpg,"DATA BREACH ALERT ????  Database of Yeniden Refah Partisi allegedly leaked  Threat actor claims access to organization's database with encrypted passwords, personal details, and more.  #DataBreach #DataLeak #InfoSec #CyberThreat #Ransomware #CyberRisk",2024-04-25 08:54:00+00:00,Data Breach,,Yeniden Refah Partisi,Turkey,Yeni Demokratik Fasist Partisi (Yeniden Refah Partisi in modern Turkish) or New Democratic Party (Democratic Refah Party in English),Turkey,Commercial & Professional Services
2024-03-29 23:25:00+00:00,https://twitter.com/dexpose_io/status/1773854082689531944#m,https://pbs.twimg.com/media/GJ3-xNaWEAAChIO.jpg,"DATA BREACH ALERT - Database of Unicorn Skincare allegedly leaked  Threat actor claims to have obtained organization's database, which includes Students ID Cards, Selfies. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack",2024-04-25 08:54:00+00:00,Data Breach,,Unicorn Skincare,,UNICORN SKINCARE,TAIWAN,Consumer Durables & Apparel
2024-03-29 23:17:00+00:00,https://twitter.com/dexpose_io/status/1773852034480980362#m,https://pbs.twimg.com/media/GJ386kLWkAA49HY.jpg,RANSOMWARE ALERT - Graypen Ltd falls victim to INC RANSOM Ransomware  Group claims to have obtained organization's database. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack #CyberRisk #ransomware #financial #data,2024-04-25 08:54:00+00:00,Ransomware,INC RANSOM,Graypen Ltd.,,Graypen Ltd,United Kingdom,Transportation
2024-03-29 22:42:00+00:00,https://twitter.com/dexpose_io/status/1773843131638616087#m,https://pbs.twimg.com/media/GJ30yh4WgAAw34E.jpg,DATA BREACH ALERT - Database of Mashvisor allegedly kept for sale  Threat actor claims to be selling organization's database and found some bugs on the API  - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack #CyberRisk,2024-04-25 08:54:00+00:00,Data Breach,,Mashvisor,,MASHVISOR,United States,Real Estate Management & Development
2024-03-29 11:27:00+00:00,https://twitter.com/dexpose_io/status/1773673380350222667#m,https://pbs.twimg.com/media/GJ1ad-jWYAEcnzX.jpg,RANSOMWARE ALERT - Avant IT AS falls victim to RansomHub Ransomware  Group claims to have obtained organization's database. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack #CyberRisk #ransomware #financial #data,2024-04-25 08:54:00+00:00,Ransomware,RansomHub,Avant IT AS,,Avant IT AS (Norway),Norway,Software & Services
2024-03-29 10:58:00+00:00,https://twitter.com/dexpose_io/status/1773665992004038730#m,https://pbs.twimg.com/media/GJ1TgaRWYAA84Ez.jpg,"DATA BREACH ALERT ????  Alleged Leak of Records from Leadzen.ai Database  Threat actor claims to have exposed 780,000 records in .CSV format from Leadzen.ai, including email addresses, names, job titles, and more.  #DataBreach #CyberThreat #Ransomware",2024-04-25 08:54:00+00:00,Data Breach,,Leadzen.ai,,LEADZEN.AI,India,Software & Services
2024-03-29 10:42:00+00:00,https://twitter.com/dexpose_io/status/1773662118224466339#m,https://pbs.twimg.com/media/GJ1QPm-WwAAXNzj.jpg,RANSOMWARE ALERT - Lodan Electronics Inc falls victim to INC RANSOM Ransomware  The group claims to have obtained the organization's data. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack #CyberRisk #ransomware #financial,2024-04-25 08:54:00+00:00,Ransomware,INC RANSOM,Lodan Electronics Inc.,,Lodan Electronics Inc,United States,Technology Hardware & Equipment
2024-03-29 10:36:00+00:00,https://twitter.com/dexpose_io/status/1773660415936827700#m,https://pbs.twimg.com/media/GJ1OskiWkAAG5wv.jpg,RANSOMWARE ALERT - PSEC Church falls victim to INC RANSOM Ransomware  The group claims to have obtained the organization's data. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack #CyberRisk #ransomware #financial #data,2024-04-25 08:54:00+00:00,,,,,,,
2024-03-29 10:22:00+00:00,https://twitter.com/dexpose_io/status/1773657051270435324#m,https://pbs.twimg.com/media/GJ1Lp2SXIAAF5rh.jpg,RANSOMWARE ALERT - Tech-Quip Inc falls victim to INC RANSOM Ransomware  The group claims to have obtained the organization's data. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack #CyberRisk #ransomware #financial #data,2024-04-25 08:54:00+00:00,Ransomware,INC RANSOM,Tech-Quip Inc.,,TECH-QUIP INC,United States,Capital Goods
2024-03-28 21:01:00+00:00,https://twitter.com/dexpose_io/status/1773455270145921041#m,https://pbs.twimg.com/media/GJx2nGQWYAA1hNw.jpg,"RANSOMWARE ALERT - Santa Cruz Seaside Company falls victim to Akira Ransomware  Group claims to have obtained organization's database, which includes many financial documents, HR, various reports and other business data. - #data_breach #data_leak #infosec #dark_web #DataBreach",2024-04-25 08:54:00+00:00,Ransomware,Akira,Santa Cruz Seaside Company,,Santa Cruz Seaside Company,United States,Commercial & Professional Services
2024-03-28 19:32:00+00:00,https://twitter.com/dexpose_io/status/1773432872596066679#m,https://pbs.twimg.com/media/GJxxwt-WsAACUkl.jpg,"DATA BREACH ALERT ????  Alleged leak: PrimeImaging  Threat actor claims 200 GB of medical records, personal data accessed.  #DataBreach #DataLeak #InfoSec #CyberThreat #Ransomware #CyberRisk",2024-04-25 08:54:00+00:00,Data Breach,,PrimeImaging,,Prime Imaging,United States,Health Care Equipment & Services
2024-03-28 18:21:00+00:00,https://twitter.com/dexpose_io/status/1773415057604362408#m,https://pbs.twimg.com/media/GJxvkA7XQAA0Pcy.jpg,RANSOMWARE ALERT - Lakes Precision Inc falls victim to Akira Ransomware  Group claims to have obtained organization's database. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack #CyberRisk #ransomware #financial #data,2024-04-25 08:54:00+00:00,Ransomware,Akira Ransomware,Lakes Precision Inc.,,LAKES PRECISION INC,United States,Capital Goods
2024-03-28 14:42:00+00:00,https://twitter.com/dexpose_io/status/1773360040075821245#m,https://pbs.twimg.com/media/GJw9fDvXAAImhcR.jpg,"DATA BREACH ALERT - Database of TEKO allegedly leaked  Threat actor is selling 1 million unique records of Teko.vn. The database contains full name, email, phone number, address. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services",2024-04-25 08:54:00+00:00,Data Breach,,TEKO,,TEKO VIETNAM TECHNOLOGY JOINT STOCK COMPANY,Vietnam,Technology Hardware & Equipment
2024-03-28 12:21:00+00:00,https://twitter.com/dexpose_io/status/1773324619136557565#m,https://pbs.twimg.com/media/GJwc4-hXEAAvhgQ.jpg,RANSOMWARE ALERT ??? - Database of Canadian allegedly leaked  Threat actor is selling 1 GB database of Canada Government. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack #CyberRisk #ransomware #financial #data,2024-04-25 08:54:00+00:00,Ransomware,,Canada Government,Canada,OPEN GOVERNMENT,CANADA,Government and public sector
2024-03-28 10:02:00+00:00,https://twitter.com/dexpose_io/status/1773289581439328457#m,https://pbs.twimg.com/media/GJv9I_cWQAAzjaW.jpg,"RANSOMWAREALERT - Reeves-Wiedeman falls victim to BianLian Ransomware  The group claims to have access to 480 GB of the organization's data. Data description: Finance data Partners, vendors, and customers data Contracts and confidential agreements Mailboxes - #data_breach",2024-04-25 08:54:00+00:00,Ransomware,BianLian,Reeves-Wiedeman,,REEVES-WIEDEMAN,United States,Commercial & Professional Services
2024-03-27 23:03:00+00:00,https://twitter.com/dexpose_io/status/1773123824973701247#m,https://pbs.twimg.com/media/GJtmpGVW4AAwlZw.jpg,"RANSOMWAREALERT - P&S Transportation falls victim to BlackBasta Ransomware  The group claims to publish 1.5tb of the organization's data within 5 days, including Personal employees data, Corporate data, Finance and accounting, HR, etc. - #data_breach #data_leak #infosec #dark_web",2024-04-25 08:54:00+00:00,Ransomware,BlackBasta,P&S Transportation,,P&S Transportation,United Kingdom,Transportation
2024-03-27 20:05:00+00:00,https://twitter.com/dexpose_io/status/1773078917001216165#m,https://pbs.twimg.com/media/GJs9zjMXQAAguOt.jpg,"RANSOMWARE ALERT - Vili's falls victim to BlackBasta Ransomware  The group claims to publish 350gb of the organization's data within 6 days, including Personal documents and information on employees, Financial data, Incident reports, Employees folders, files, etc. - #data_breach",2024-04-25 08:54:00+00:00,Ransomware,BlackBasta,Vili's,,VILI (Organization),Australia,"Food, Beverage & Tobacco"
2024-03-27 18:02:00+00:00,https://twitter.com/dexpose_io/status/1773048078083174797#m,https://pbs.twimg.com/media/GJshwAsXgAEv8vr.jpg,"RANSOMWARE ALERT - J.M. Thompson falls victim to PLAY Ransomware  Group claims to have obtained organization's database. The data contains Private and personal confidential data,  budget, payroll, accounting, contracts, taxes, IDs, finance information and etc. - #data_breach",2024-04-25 08:54:00+00:00,Ransomware,PLAY,J.M. Thompson,,J.M. Thompson is an individual from the USA,United States,Capital Goods
2024-03-27 12:40:00+00:00,https://twitter.com/dexpose_io/status/1772966808296829151#m,https://pbs.twimg.com/media/GJrXr41WMAAm6_y.jpg,"RANSOMWARE ALERT ??? - Lifeline Data Centers falls victim to LockBit Ransomware  The group claims to publish the organization's data on April 04, 2024. - #data_breach #data_leak #infosec #CyberThreat #CyberAttack #CyberRisk #ransomware #financial #data",2024-04-25 08:54:00+00:00,Ransomware,LockBit,Lifeline Data Centers,,"Lifeline Data Centers, LLC",United States,Software & Services
2024-03-27 08:10:00+00:00,https://twitter.com/dexpose_io/status/1772899069137994125#m,https://pbs.twimg.com/media/GJqaHHYWsAAgeSy.jpg,"RANSOMWARE ALERT - UNDP falls victim to 8BASE Ransomware  The group claims to publish the organization's data on 03.04.2024. The data includes invoices, receipts, accounting documents,  employment contracts, confidentiality agreements, personal files, etc. - #data_breach",2024-04-25 08:54:00+00:00,Ransomware,8BASE Ransomware,UNDP,UNK,United Nations Development Programme (UNDP),United States,Government and public sector
2024-03-27 07:38:00+00:00,https://twitter.com/dexpose_io/status/1772890917449384258#m,https://pbs.twimg.com/media/GJqSt2RWQAAz1EQ.jpg,"RANSOMWARE ALERT - Isophon glas falls victim to 8BASE Ransomware  The group claims to publish the organization's data on 03.04.2024. The data includes invoices, personal data, certificates, employment contracts, confidentiality agreements, personal files, etc. - #data_breach",2024-04-25 08:54:00+00:00,Ransomware,8BASE,Isophon glasses,,Isophon Glas GmbH,Germany,Materials
2024-03-26 23:06:00+00:00,https://twitter.com/dexpose_io/status/1772762052852896135#m,https://pbs.twimg.com/media/GJodoLcWIAASprz.jpg,"RANSOMWARE ALERT - Calida falls victim to Akira Ransomware  Group claims to have access to 26 GB of the organization's data, including HR files, financial and accounting data, project information, etc. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services",2024-04-25 08:54:00+00:00,Ransomware,Akira,Calida,,Calida Projects,Australia,Capital Goods
2024-03-26 16:00:00+00:00,https://twitter.com/dexpose_io/status/1772654791237218473#m,https://pbs.twimg.com/media/GJm8GO8WAAABn1g.jpg,DATA BREACH ALERT - Allegedly leaked the database of SMA Negeri 1 Banda  A threat actor claims to have obtained the organization's data. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack #CyberRisk #ransomware #financial,2024-04-25 08:54:00+00:00,Data Breach,,SMA Negeri 1 Banda,,SMA Negeri 1 Banda (Secondary School),Indonesia,Consumer Services
2024-03-26 15:44:00+00:00,https://twitter.com/dexpose_io/status/1772650868942229578#m,https://pbs.twimg.com/media/GJm4WwpW8AIoKhw.jpg,"RANSOMWARE ALERT ??? - Koi Design LLC falls victim to akira Ransomware  Group claims to have access to 30 GB of the organization's data including business files, payment information, agreements and projects etc. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak",2024-04-25 08:54:00+00:00,Ransomware,akira,Koi Design LLC,,KOI DESIGN LLC,United States,Consumer Durables & Apparel
2024-03-26 10:27:00+00:00,https://twitter.com/dexpose_io/status/1772571139446894947#m,https://pbs.twimg.com/media/GJlv_LYWwAAWzGX.jpg,RANSOMWARE ALERT - Clark Material Handling Company falls victim to HUNTERS INTERNATIONAL Ransomware  Group claims to have access to 28.9 GB of organization data. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack #CyberRisk,2024-04-25 08:54:00+00:00,Ransomware,Hunters International,Clark Material Handling Company,,Clark Material Handling Company,United States,Capital Goods
2024-03-26 08:26:00+00:00,https://twitter.com/dexpose_io/status/1772540594037862761#m,https://pbs.twimg.com/media/GJlUOO6XEAA84K0.jpg,DATA BREACH ALERT - Woodsboro ISD falls victim to RansomHub Ransomware  Group claims to have access to 45 GB of organization data and to publish it within the next 15-16 days. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat,2024-04-25 08:54:00+00:00,Data Breach,RansomHub,Woodsboro ISD,,Woodsboro Independent School District,United States,Commercial & Professional Services
2024-03-26 07:43:00+00:00,https://twitter.com/dexpose_io/status/1772529678881874343#m,https://pbs.twimg.com/media/GJlIv4PWYAAFyeV.jpg,"DATA BREACH ALERT ????  Alleged Sale of Advanced Studies SSML Carlo Bo Database.  Threat actor claims to have access to enrollment data, passwords, personal info.  #DataBreach #DataLeak #InfoSec #CyberThreat #Ransomware #CyberRisk",2024-04-25 08:54:00+00:00,Data Breach,,Carlo Bo Database,,ADVANCED STUDIES SSML CARLO BO,ITALY,Commercial & Professional Services
2024-03-25 18:54:00+00:00,https://twitter.com/dexpose_io/status/1772336152785105273#m,https://pbs.twimg.com/media/GJiaSIWWUAESO7g.jpg,RANSOMWARE ALERT - Pantana Accounting & Tax falls victim to INC RANSOM Ransomware  Group claims to have obtained the organization's data.  Sample screenshots are provided in their DarkWeb portal. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services,2024-04-25 08:54:00+00:00,Ransomware,INC RANSOM,Pantana Accounting & Tax,,Pantana Accounting & Tax,Georgia,Commercial & Professional Services
2024-03-25 18:35:00+00:00,https://twitter.com/dexpose_io/status/1772331402874208526#m,https://pbs.twimg.com/media/GJiVZhkW8AAxslE.jpg,RANSOMWARE ALERT ??? - Peruvian Army falls victim to INC RANSOM Ransomware  Group claims to have obtained the organization's data.  Sample screenshots are provided in their DarkWeb portal. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat,2024-04-25 08:54:00+00:00,Ransomware,INC RANSOM,Peruvian Army,Peruvian,Peruvian Army,Peru,Commercial & Professional Services
2024-03-25 17:55:00+00:00,https://twitter.com/dexpose_io/status/1772321509924594131#m,https://pbs.twimg.com/media/GJiMrPXXUAAs34K.png,Update?????? - ThreeAM Ransomware has purportedly disclosed of data extracted from mtm robotics - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack #CyberRisk #ransomware #financial #data,2024-04-25 08:54:00+00:00,Data Breach,ThreeAM Ransomware,mtm robotics,,MTM Robotics,,Technology Hardware & Equipment
2024-03-25 17:08:00+00:00,https://twitter.com/dexpose_io/status/1772309611250372620#m,https://pbs.twimg.com/media/GJiCE9aXUAEVlWg.jpg,DATA BREACH ALERT - Allegedly leaked database of iroc-forum.de  The threat actor claims to have obtained the database of iroc-forum.de in a cybercrime forum. - #data_breach #data_leak #infosec #dark_web,2024-04-25 08:54:00+00:00,Data Breach,UNK,iroc-forum.de,UNK,IROC-FORUM,Germany,Technology Hardware & Equipment
2024-03-25 15:42:00+00:00,https://twitter.com/dexpose_io/status/1772287954381083103#m,https://pbs.twimg.com/media/GJhtn2rWsAAYrbm.jpg,"DATA BREACH ALERT - Database of SoftSwiss allegedly leaked  Threat actor is selling database of SoftSwiss group of companies players. The data includes email, full name,  country, dob, gender, address, wechat, phone number etc. - #data_breach #data_leak #infosec #dark_web",2024-04-25 08:54:00+00:00,Data Breach,,SoftSwiss,,SOFTSWISS,MALTA,Software & Services
2024-03-25 14:58:00+00:00,https://twitter.com/dexpose_io/status/1772276953308930136#m,https://pbs.twimg.com/media/GJhkQH-W0AEFNve.jpg,RANSOMWARE ALERT - Kootenai Health falls victim to ThreeAM Ransomware  The group claims to publish the organization's data. - #ransomware #threeam #data_breach #data_leak #cti #infosec #dark_web,2024-04-25 08:54:00+00:00,Ransomware,ThreeAM Ransomware,Kootenai Health,,KOOTENAI HEALTH,United States,Health Care Equipment & Services
2024-03-25 07:30:00+00:00,https://twitter.com/dexpose_io/status/1772164140208992765#m,https://pbs.twimg.com/media/GJf91A4WQAAJDnY.jpg,"?????? DATA BREACH ALERT ?????? - Alleged breach: FinFive !  Threat actor selling database with name, mobile number, status allegedly leaked. - #DataBreach #DataLeak #Services #CyberThreat #CyberAttack #CyberRisk",2024-04-25 08:54:00+00:00,Data Breach,,FinFive,,FINFIVE,RUSSIA,Financial Services
2024-03-24 13:00:00+00:00,https://twitter.com/dexpose_io/status/1771884686802817147#m,https://pbs.twimg.com/media/GJb_YE8WwAACW47.jpg,RANSOMWARE ALERT - Impac Henry County victim to MEDUSA Ransomware  Group claims to have access to??organization data and claims to publish the organization's data within 8?????9 days. They have provided sample screenshots on their dark web portal - #medusa #ransomware #financial #data,2024-04-25 08:54:00+00:00,,,,,,,
2024-03-24 10:03:00+00:00,https://twitter.com/dexpose_io/status/1771840225607635407#m,https://pbs.twimg.com/media/GJbWyvfW0AATSm3.jpg,"RANSOMWARE ALERT ??? - Schwarz & Grantz Hamburg GmbH falls victim to RA World Ransomware  Group claims to publish 300GB of organization's data on March 26, 2024. The compromised data contains Financial documents, Business Contract, HR documents  Legal Documents, etc. - #darkwe",2024-04-25 08:54:00+00:00,Ransomware,RA World Ransomware,Schwarz & Grantz Hamburg GmbH,,SCHWARZ & GRANTZ HAMBURG GMBH,Germany,Commercial & Professional Services
2024-03-24 09:17:00+00:00,https://twitter.com/dexpose_io/status/1771828559452995674#m,https://pbs.twimg.com/media/GJbMeKKXwAAEhk3.jpg,RANSOMWARE ALER - Impac Mortgage Holdings falls victim to MEDUSA Ransomware  Group claims to have access to 592.2 GB of organization data and claims to publish the organization's data within 8?????9 days. They have provided sample screenshots on their dark web portal. - #data_leak,2024-04-25 08:54:00+00:00,Ransomware,Medusa Ransomware,Impac Mortgage Holdings,,IMPAC MORTGAGE HOLDINGS,United States,Financial Services
2024-03-23 22:18:00+00:00,https://twitter.com/dexpose_io/status/1771662904263147769#m,https://pbs.twimg.com/media/GJY18YpXsAA-7xX.jpg,DATA BREACH ALERT ?????? - Database of Qrios allegedly leaked  Threat actor claims to have obtained organization's database. - #infosec #qrios #belgium #education #data_breach #data_leak #cyber_threat #cyber_attack #cyber_risk #information_services,2024-04-25 08:54:00+00:00,Data Breach,,Qrios,Belgium,Qrios,Belgium,Commercial & Professional Services
2024-03-23 21:15:00+00:00,https://twitter.com/dexpose_io/status/1771647096715702647#m,https://pbs.twimg.com/media/GJYmvSsWoAAy3t4.jpg,"?????? DATA ALERT ??????  Alleged database leak: xfirm.ru  Threat actor selling personal info incl. Name, Taxpayer Identification Number, OGRIP, Field of Work, Area of Residence, Individual Entrepreneur, Company Income, Company Address  #DataLeak #CyberThreat #InfoSec",2024-04-25 08:54:00+00:00,Data Breach,,xfirm.ru,,XFIRM,RUSSIA,Technology Hardware & Equipment
2024-03-23 16:30:00+00:00,https://twitter.com/dexpose_io/status/1771575208010195430#m,https://pbs.twimg.com/media/GJXmEEYXIAE6xOp.jpg,"DATA BREACH ALERT ?????? - Database of Lalafo allegedly leaked  Threat actor is selling database of Lalafo.kg. The database includes username, user id, mobile, social name, last visit time, hash, email in json format - #data_breach #data_leak #cyber_threat #cyber_attack",2024-04-25 08:54:00+00:00,Data Breach,,Lalafo,,LALAFO,UKRAINE,Commercial & Professional Services
2024-03-23 14:03:00+00:00,https://twitter.com/dexpose_io/status/1771538256443642342#m,https://pbs.twimg.com/media/GJXEa7LWgAAoDSw.jpg,"DATA BREACH ALERT ?????? - Database of Rapidoo Philippines allegedly leaked  Threat actor is selling database of Rapidoo Philippines. The data contains name, mobile number, email, status, date registered in xlsx format. - #asdasy127 #philippines #data_breach #data_leak #rapidoo",2024-04-25 08:54:00+00:00,Data Breach,,Rapidoo Philippines,Philippines,RAPIDOO,PHILIPPINES,Transportation
2024-03-23 13:20:00+00:00,https://twitter.com/dexpose_io/status/1771527397092847891#m,https://pbs.twimg.com/media/GJW6aIuW4AAllhz.jpg,Update?????? - ransomh has purportedly disclosed 12 GB of data extracted from go4kora.tv. - #DataBreach #RansomwareAttack,2024-04-25 08:54:00+00:00,Data Breach,UNK,go4kora.tv,UNK,"{'description': 'The image shows a flag that is red and black.', 'colors': ['red', 'black']}",UNK,Media & Entertainment
2024-03-23 12:52:00+00:00,https://twitter.com/dexpose_io/status/1771520409772380427#m,https://pbs.twimg.com/media/GJW0ZNbW0AAukN4.jpg,Update?????? - ransomh has purportedly disclosed 72 GB of data extracted from Computan. -  #DataBreach #RansomwareAttack,2024-04-25 08:54:00+00:00,Data Breach,UNK,Computan,UNK,The image shows a flag that is red with a black stripe.,UNK,Software & Services
2024-03-22 22:27:00+00:00,https://twitter.com/dexpose_io/status/1771302743937892427#m,https://pbs.twimg.com/media/GJTuUvKXUAAYMpS.jpg,"RANSOMWARE ALERT ?????? - Flynn Group of Companies falls victim to BlackBasta Ransomware  The group claims to publish 4TB of the organization's data within 8 days, including personal users confidential folders and documents, company data, etc. - #cyber_attack #cyber_threat",2024-04-25 08:54:00+00:00,Ransomware,BlackBasta,Flynn Group of Companies,UNK,Flynn Group of Companies,Canada,Capital Goods
2024-03-22 19:46:00+00:00,https://twitter.com/dexpose_io/status/1771262099081015599#m,https://pbs.twimg.com/media/GJTJbISWgAANBPR.jpg,RANSOMWARE ALERT ?????? - Bira 91 falls victim to BianLian Ransomware  The group claims to have access to 1.9 TB of the organization's data. - #cyber_attack #cyber_threat #data_breach #data_leak #ransomware #infosec #dark_web,2024-04-25 08:54:00+00:00,Ransomware,BianLian,Bira 91,UNK,B9 Beverages Private Limited,India,"Food, Beverage & Tobacco"
